index	name	height	weight	description	image
458	Mantyke	3' 03"	143.3	Mantyke living in Galar seem to be somewhat sluggish. The colder waters of the seas in this region may be the cause.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/458.png
459	Snover	3' 03"	111.3	It lives on snowy mountains. It sinks its legs into the snow to absorb water and keep its own temperature down.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/459.png
460	Abomasnow	7' 03"	298.7	If it sees any packs of Darumaka going after Snover, it chases them off, swinging its sizable arms like hammers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/460.png
461	Weavile	3' 07"	75.0	They attack their quarry in packs. Prey as large as Mamoswine easily fall to the teamwork of a group of Weavile.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/461.png
462	Magnezone	3' 11"	396.8	Some say that Magnezone receives signals from space via the antenna on its head and that it’s being controlled by some mysterious being.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/462.png
463	Lickilicky	5' 07"	308.6	Lickilicky’s strange tongue can stretch to many times the length of its body. No one has figured out how Lickilicky’s tongue can stretch so far.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/463.png
464	Rhyperior	7' 10"	623.5	It can load up to three projectiles per arm into the holes in its hands. What launches out of those holes could be either rocks or Roggenrola.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/464.png
465	Tangrowth	6' 07"	283.5	Tangrowth has two arms that it can extend as it pleases. Recent research has shown that these arms are, in fact, bundles of vines.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/465.png
466	Electivire	5' 11"	305.6	The amount of electrical energy this Pokémon produces is proportional to the rate of its pulse. The voltage jumps while Electivire is battling.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/466.png
467	Magmortar	5' 03"	149.9	When Magmortar inhales deeply, the fire burning in its belly intensifies, rising in temperature to over 3,600 degrees Fahrenheit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/467.png
468	Togekiss	4' 11"	83.8	These Pokémon are never seen anywhere near conflict or turmoil. In recent times, they’ve hardly been seen at all.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/468.png
469	Yanmega	6' 03"	113.5	It prefers to battle by biting apart foes’ heads instantly while flying by at high speed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/469.png
470	Leafeon	3' 03"	56.2	Galarians favor the distinctive aroma that drifts from this Pokémon’s leaves. There’s a popular perfume made using that scent.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/470.png
471	Glaceon	2' 07"	57.1	Any who become captivated by the beauty of the snowfall that Glaceon creates will be frozen before they know it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/471.png
472	Gliscor	6' 07"	93.7	It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/472.png
473	Mamoswine	8' 02"	641.5	This Pokémon can be spotted in wall paintings from as far back as 10,000 years ago. For a while, it was thought to have gone extinct.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/473.png
474	Porygon-Z	2' 11"	75.0	Porygon-Z had a program installed to allow it to move between dimensions, but the program also caused instability in Porygon-Z’s behavior.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/474.png
475	Gallade	5' 03"	114.6	True to its honorable-warrior image, it uses the blades on its elbows only in defense of something or someone.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/475.png
476	Probopass	4' 07"	749.6	Although it can control its units known as Mini-Noses, they sometimes get lost and don’t come back.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/476.png
477	Dusknoir	7' 03"	235.0	At the bidding of transmissions from the spirit world, it steals people and Pokémon away. No one knows whether it has a will of its own.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/477.png
478	Froslass	4' 03"	58.6	After a woman met her end on a snowy mountain, her regrets lingered on. From them, this Pokémon was born. Its favorite food is frozen souls.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/478.png
479	Rotom	1' 00"	0.7	One boy’s invention led to the development of many different machines that take advantage of Rotom’s unique capabilities.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png
480	Uxie	1' 00"	0.7	Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/480.png
481	Mesprit	1' 00"	0.7	Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/481.png
482	Azelf	1' 00"	0.7	Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/482.png
483	Dialga	17' 09"	1505.8	A Pokémon spoken of in legend. It is said that time began moving when Dialga was born.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/483.png
484	Palkia	13' 09"	740.8	It is said to live in a gap in the spatial dimension parallel to ours. It appears in mythology.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/484.png
485	Heatran	5' 07"	948.0	It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/485.png
486	Regigigas	12' 02"	925.9	It is said to have made Pokémon that look like itself from a special ice mountain, rocks, and magma.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/486.png
487	Giratina	14' 09"	1653.5	This Pokémon is said to live in a world on the reverse side of ours, where common knowledge is distorted and strange.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/487.png
488	Cresselia	4' 11"	188.7	Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/488.png
489	Phione	1' 04"	6.8	When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/489.png
490	Manaphy	1' 00"	3.1	It is born with a wondrous power that lets it bond with any kind of Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/490.png
491	Darkrai	4' 11"	111.3	It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/491.png
492	Shaymin	0' 08"	4.6	It can dissolve toxins in the air to instantly transform ruined land into a lush field of flowers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/492.png
493	Arceus	10' 06"	705.5	According to the legends of Sinnoh, this Pokémon emerged from an egg and shaped all there is in this world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/493.png
494	Victini	1' 04"	8.8	This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/494.png
495	Snivy	2' 00"	17.9	Being exposed to sunlight makes its movements swifter. It uses vines more adeptly than its hands.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/495.png
496	Servine	2' 07"	35.3	It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/496.png
497	Serperior	10' 10"	138.9	It only gives its all against strong opponents who are not fazed by the glare from Serperior’s noble eyes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/497.png
498	Tepig	1' 08"	21.8	It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/498.png
499	Pignite	3' 03"	122.4	The more it eats, the more fuel it has to make the fire in its stomach stronger. This fills it with even more power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/499.png
500	Emboar	5' 03"	330.7	It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/500.png
501	Oshawott	1' 08"	13.0	The scalchop on its stomach isn’t just used for battle—it can be used to break open hard berries as well.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/501.png
502	Dewott	2' 07"	54.0	Strict training is how it learns its flowing double-scalchop technique.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/502.png
503	Samurott	4' 11"	208.6	In the time it takes a foe to blink, it can draw and sheathe the seamitars attached to its front legs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/503.png
504	Patrat	1' 08"	25.6	Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/504.png
505	Watchog	3' 07"	59.5	Using luminescent matter, it makes its eyes and body glow and stuns attacking opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/505.png
506	Lillipup	1' 04"	9.0	This Pokémon is courageous but also cautious. It uses the soft fur covering its face to collect information about its surroundings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/506.png
507	Herdier	2' 11"	32.4	Herdier is a very smart and friendly Pokémon. So much so that there’s a theory that Herdier was the first Pokémon to partner with people.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/507.png
508	Stoutland	3' 11"	134.5	These Pokémon seem to enjoy living with humans. Even a Stoutland caught in the wild will warm up to people in about three days.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/508.png
509	Purrloin	1' 04"	22.3	It steals things from people just to amuse itself with their frustration. A rivalry exists between this Pokémon and Nickit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/509.png
510	Liepard	3' 07"	82.7	Don’t be fooled by its gorgeous fur and elegant figure. This is a moody and vicious Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/510.png
511	Pansage	2' 00"	23.1	It shares the leaf on its head with weary-looking Pokémon. These leaves are known to relieve stress.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/511.png
512	Simisage	3' 07"	67.2	It attacks enemies with strikes of its thorn-covered tail. This Pokémon is wild tempered.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/512.png
513	Pansear	2' 00"	24.3	Very intelligent, it roasts berries before eating them. It likes to help people.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/513.png
514	Simisear	3' 03"	61.7	A flame burns inside its body. It scatters embers from its head and tail to sear its opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/514.png
515	Panpour	2' 00"	29.8	The water stored inside the tuft on its head is full of nutrients. It waters plants with it using its tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/515.png
516	Simipour	3' 03"	63.9	The high-pressure water expelled from its tail is so powerful, it can destroy a concrete wall.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/516.png
517	Munna	2' 00"	51.4	Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/517.png
518	Musharna	3' 07"	133.4	When dark mists emanate from its body, don’t get too near. If you do, your nightmares will become reality.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/518.png
519	Pidove	1' 00"	4.6	Where people go, these Pokémon follow. If you’re scattering food for them, be careful—several hundred of them can gather at once.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/519.png
520	Tranquill	2' 00"	33.1	It can fly moderately quickly. No matter how far it travels, it can always find its way back to its master and its nest.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/520.png
521	Unfezant	3' 11"	63.9	Unfezant are exceptional fliers. The females are known for their stamina, while the males outclass them in terms of speed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/521.png
522	Blitzle	2' 07"	65.7	When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/522.png
523	Zebstrika	5' 03"	175.3	When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/523.png
524	Roggenrola	1' 04"	39.7	It’s as hard as steel, but apparently a long soak in water will cause it to soften a bit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/524.png
525	Boldore	2' 11"	224.9	If you see its orange crystals start to glow, be wary. It’s about to fire off bursts of energy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/525.png
526	Gigalith	5' 07"	573.2	This hardy Pokémon can often be found on construction sites and in mines, working alongside people and Copperajah.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/526.png
527	Woobat	1' 04"	4.6	While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/527.png
528	Swoobat	2' 11"	23.1	Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/528.png
529	Drilbur	1' 00"	18.7	It brings its claws together and whirls around at high speed before rushing toward its prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/529.png
530	Excadrill	2' 04"	89.1	It’s not uncommon for tunnels that appear to have formed naturally to actually be a result of Excadrill’s rampant digging.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/530.png
531	Audino	3' 07"	68.3	Audino’s sense of hearing is superb. Not even a pebble rolling along over a mile away will escape Audino’s ears.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/531.png
532	Timburr	2' 00"	27.6	It loves helping out with construction projects. It loves it so much that if rain causes work to halt, it swings its log around and throws a tantrum.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/532.png
533	Gurdurr	3' 11"	88.2	It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/533.png
534	Conkeldurr	4' 07"	191.8	Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/534.png
535	Tympole	1' 08"	9.9	Graceful ripples running across the water’s surface are a sure sign that Tympole are singing in high-pitched voices below.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/535.png
536	Palpitoad	2' 07"	37.5	It weakens its prey with sound waves intense enough to cause headaches, then entangles them with its sticky tongue.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/536.png
537	Seismitoad	4' 11"	136.7	The vibrating of the bumps all over its body causes earthquake-like tremors. Seismitoad and Croagunk are similar species.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/537.png
538	Throh	4' 03"	122.4	It performs throwing moves with first-rate skill. Over the course of many battles, Throh’s belt grows darker as it absorbs its wearer’s sweat.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/538.png
539	Sawk	4' 07"	112.4	If you see a Sawk training in the mountains in its single-minded pursuit of strength, it’s best to quietly pass by.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/539.png
540	Sewaddle	1' 00"	5.5	This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/540.png
541	Swadloon	1' 08"	16.1	Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/541.png
542	Leavanny	3' 11"	45.2	Upon finding a small Pokémon, it weaves clothing for it from leaves by using the sticky silk secreted from its mouth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/542.png
543	Venipede	1' 04"	11.7	Venipede and Sizzlipede are similar species, but when the two meet, a huge fight ensues.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/543.png
544	Whirlipede	3' 11"	129.0	This Pokémon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/544.png
545	Scolipede	8' 02"	442.0	Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/545.png
546	Cottonee	1' 00"	1.3	It shoots cotton from its body to protect itself. If it gets caught up in hurricane-strength winds, it can get sent to the other side of the Earth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/546.png
547	Whimsicott	2' 04"	14.6	It scatters cotton all over the place as a prank. If it gets wet, it’ll become too heavy to move and have no choice but to answer for its mischief.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/547.png
548	Petilil	1' 08"	14.6	Petilil appears around sources of clean water. Boiling leaves from this Pokémon’s head results in a liquid that’s sometimes used as a bug repellent.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/548.png
549	Lilligant	3' 07"	35.9	It’s believed that even first-rate gardeners have a hard time getting the flower on a Lilligant’s head to bloom.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png
550	Basculin	3' 03"	39.7	Anglers love the fight this Pokémon puts up on the hook. And there are always more to catch— many people release them into lakes illicitly.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png
551	Sandile	2' 04"	33.5	The desert gets cold at night, so when the sun sets, this Pokémon burrows deep into the sand and sleeps until sunrise.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/551.png
552	Krokorok	3' 03"	73.6	Krokorok has specialized eyes that enable it to see in the dark. This ability lets Krokorok hunt in the dead of night without getting lost.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/552.png
553	Krookodile	4' 11"	212.3	This Pokémon is known as the Bully of the Sands. Krookodile’s mighty jaws can bite through heavy plates of iron with almost no effort at all.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/553.png
554	Darumaka	2' 00"	82.7	It derives its power from fire burning inside its body. If the fire dwindles, this Pokémon will immediately fall asleep.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png
555	Darmanitan	4' 03"	204.8	The thick arms of this hot-blooded Pokémon can deliver punches capable of obliterating a dump truck.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png
556	Maractus	3' 03"	61.7	With noises that could be mistaken for the rattles of maracas, it creates an upbeat rhythm, startling bird Pokémon and making them fly off in a hurry.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png
557	Dwebble	1' 00"	32.0	When it finds a stone appealing, it creates a hole inside it and uses it as its home. This Pokémon is the natural enemy of Roggenrola and Rolycoly.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png
558	Crustle	4' 07"	440.9	This highly territorial Pokémon prefers dry climates. It won’t come out of its boulder on rainy days.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png
559	Scraggy	2' 00"	26.0	If it locks eyes with you, watch out! Nothing and no one is safe from the reckless headbutts of this troublesome Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png
560	Scrafty	3' 07"	66.1	As halfhearted as this Pokémon’s kicks may seem, they pack enough power to shatter Conkeldurr’s concrete pillars.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png
561	Sigilyph	4' 07"	30.9	Psychic power allows these Pokémon to fly. Some say they were the guardians of an ancient city. Others say they were the guardians’ emissaries.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png
562	Yamask	1' 08"	3.3	It wanders through ruins by night, carrying a mask that’s said to have been the face it had when it was still human.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png
563	Cofagrigus	5' 07"	168.7	This Pokémon has a body of sparkling gold. People say it no longer remembers that it was once human.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png
564	Tirtouga	2' 04"	36.4	This Pokémon inhabited ancient seas. Although it can only crawl, it still comes up onto land in search of prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/564.png
565	Carracosta	3' 11"	178.6	Carracosta completely devours its prey—bones, shells, and all. Because of this, Carracosta’s own shell grows thick and sturdy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/565.png
566	Archen	1' 08"	20.9	This Pokémon was successfully restored from a fossil. As research suggested, Archen is unable to fly. But it’s very good at jumping.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/566.png
567	Archeops	4' 07"	70.5	It needs a running start to take off. If Archeops wants to fly, it first needs to run nearly 25 mph, building speed over a course of about 2.5 miles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/567.png
568	Trubbish	2' 00"	68.3	Its favorite places are unsanitary ones. If you leave trash lying around, you could even find one of these Pokémon living in your room.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/568.png
569	Garbodor	6' 03"	236.6	This Pokémon eats trash, which turns into poison inside its body. The main component of the poison depends on what sort of trash was eaten.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png
570	Zorua	2' 04"	27.6	Zorua is a timid Pokémon. This disposition seems to be what led to the development of Zorua’s ability to take on the forms of other creatures.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png
571	Zoroark	5' 03"	178.8	This Pokémon cares deeply about others of its kind, and it will conjure terrifying illusions to keep its den and pack safe.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png
572	Minccino	1' 04"	12.8	The way it brushes away grime with its tail can be helpful when cleaning. But its focus on spotlessness can make cleaning more of a hassle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/572.png
573	Cinccino	1' 08"	16.5	Its body secretes oil that this Pokémon spreads over its nest as a coating to protect it from dust. Cinccino won’t tolerate even a speck of the stuff.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/573.png
574	Gothita	1' 04"	12.8	Though they’re still only babies, there’s psychic power stored in their ribbonlike feelers, and sometimes they use that power to fight.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/574.png
575	Gothorita	2' 04"	39.7	It’s said that when stars shine in the night sky, this Pokémon will spirit away sleeping children. Some call it the Witch of Punishment.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/575.png
576	Gothitelle	4' 11"	97.0	It has tremendous psychic power, but it dislikes conflict. It’s also able to predict the future based on the movement of the stars.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/576.png
577	Solosis	1' 00"	2.2	It communicates with others telepathically. Its body is encapsulated in liquid, but if it takes a heavy blow, the liquid will leak out.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/577.png
578	Duosion	2' 00"	17.6	Its psychic power can supposedly cover a range of more than half a mile—but only if its two brains can agree with each other.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/578.png
579	Reuniclus	3' 03"	44.3	While it could use its psychic abilities in battle, this Pokémon prefers to swing its powerful arms around to beat opponents into submission.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/579.png
580	Ducklett	1' 08"	12.1	When attacked, it uses its feathers to splash water, escaping under cover of the spray.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/580.png
581	Swanna	4' 03"	53.4	Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/581.png
582	Vanillite	1' 04"	12.6	Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/582.png
583	Vanillish	3' 07"	90.4	By drinking pure water, it grows its icy body. This Pokémon can be hard to find on days with warm, sunny weather.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/583.png
584	Vanilluxe	4' 03"	126.8	When its anger reaches a breaking point, this Pokémon unleashes a fierce blizzard that freezes every creature around it, be they friend or foe.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/584.png
585	Deerling	2' 00"	43.0	Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png
586	Sawsbuck	6' 03"	203.9	They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/586.png
587	Emolga	1' 04"	11.0	As Emolga flutters through the air, it crackles with electricity. This Pokémon is cute, but it can cause a lot of trouble.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/587.png
588	Karrablast	1' 08"	13.0	Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokémon to evolve.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/588.png
589	Escavalier	3' 03"	72.8	They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokémon in the Galar region.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/589.png
590	Foongus	0' 08"	2.2	No one knows what the Poké Ball–like pattern on Foongus means or why Foongus has it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/590.png
591	Amoonguss	2' 00"	23.1	This Pokémon puffs poisonous spores at its foes. If the spores aren’t washed off quickly, they’ll grow into mushrooms wherever they land.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/591.png
592	Frillish	3' 11"	72.8	It envelops its prey in its veillike arms and draws it down to the deeps, five miles below the ocean’s surface.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/592.png
593	Jellicent	7' 03"	297.6	Most of this Pokémon’s body composition is identical to sea water. It makes sunken ships its lair.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/593.png
594	Alomomola	3' 11"	69.7	Fishermen take them along on long voyages, because if you have an Alomomola with you, there’ll be no need for a doctor or medicine.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/594.png
595	Joltik	0' 04"	1.3	Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/595.png
596	Galvantula	2' 07"	31.5	It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/596.png
597	Ferroseed	2' 00"	41.4	It defends itself by launching spikes, but its aim isn’t very good at first. Only after a lot of practice will it improve.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/597.png
598	Ferrothorn	3' 03"	242.5	This Pokémon scrapes its spikes across rocks, and then uses the tips of its feelers to absorb the nutrients it finds within the stone.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/598.png
599	Klink	1' 00"	46.3	The two minigears that compose this Pokémon are closer than twins. They mesh well only with each other.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/599.png
600	Klang	2' 00"	112.4	When Klang goes all out, the minigear links up perfectly with the outer part of the big gear, and this Pokémon’s rotation speed increases sharply.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/600.png
601	Klinklang	2' 00"	178.6	From its spikes, it launches powerful blasts of electricity. Its red core contains an enormous amount of energy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png
602	Tynamo	0' 08"	0.7	While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png
603	Eelektrik	3' 11"	48.5	It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png
604	Eelektross	6' 11"	177.5	With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png
605	Elgyem	1' 08"	19.8	If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png
606	Beheeyem	3' 03"	76.1	Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png
607	Litwick	1' 00"	6.8	The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png
608	Lampent	2' 00"	28.7	This Pokémon appears just before someone passes away, so it’s feared as an emissary of death.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png
